username,IP_address,home_office,API_version,redacted_password,contact_address
per_ciljan_skjelbred,176.65.233.112/32,true,v4,~******************:,per_ciljan_skjelbred@baretoev.trd
bjorn_tore_kvarme,125.63.71.111/32,true,v4,R******************v,bjorn_tore_kvarme@baretoev.trd
gjertrud_sand,1.123.185.66/24,true,v1,S*****************[,gjertrud_sand@baretoev.trd
alf_skille,118.24.94.76/17,true,v3,T**********************),alf_skille@baretoev.trd
good_old_gammel_nok,138.48.227.161/16,false,v3,G******************L,good_old_gammel_nok@baretoev.trd
astrid_s,77.247.135.41/31,true,v2,4**************J,astrid_s@baretoev.trd
kvikk_sand,173.109.127.58/24,true,v4,I*************+,kvikk_sand@baretoev.trd
gjertrud_sand,79.241.67.23/19,true,v3,H**************Z,gjertrud_sand@baretoev.trd
anne_b_ragde,203.152.203.232/17,false,v3,]**************0,anne_b_ragde@baretoev.trd
harald_martin_brattbakk,57.36.111.29/25,true,v2,e********************t,harald_martin_brattbakk@baretoev.trd
hans_rotmo,17.99.125.225/29,false,v1,(*******************|,hans_rotmo@baretoev.trd
sverre_nypan,233.36.178.213/26,true,v4,x********************S,sverre_nypan@baretoev.trd
knudsen_og_ludvigsen,16.246.196.242/17,true,v2,n**************o,knudsen_og_ludvigsen@baretoev.trd
dag_ingebrigtsen,187.131.87.110/30,false,v3,:****************2,dag_ingebrigtsen@baretoev.trd
alf_skille,149.148.196.76/28,false,v2,h************Z,alf_skille@baretoev.trd
terje_tysland,113.126.4.7/24,true,v4,6****************@,terje_tysland@baretoev.trd
good_old_gammel_nok,73.208.165.168/23,true,v3,x**********************c,good_old_gammel_nok@baretoev.trd
gynter_nisse,163.136.160.42/16,false,v1,I********************d,gynter_nisse@baretoev.trd
liv_ullmann,209.45.132.81/21,false,v2,7***************i,liv_ullmann@baretoev.trd
rita_ottervik,88.241.214.23/26,true,v1,K***************`,rita_ottervik@baretoev.trd
marit_bjoergen,13.243.211.121/18,false,v2,?************************H,marit_bjoergen@baretoev.trd
terje_tysland,220.227.151.34/18,false,v4,<***********************o,terje_tysland@baretoev.trd
oevre_richter_frich,177.154.168.168/27,false,v4,>****************y,oevre_richter_frich@baretoev.trd
erlend_loe,201.220.178.184/21,false,v4,u*****************b,erlend_loe@baretoev.trd
rune_bratseth,111.191.120.18/31,false,v2,A*************x,rune_bratseth@baretoev.trd
aage_aleksandersen,95.28.160.165/31,false,v4,N****************I,aage_aleksandersen@baretoev.trd
marit_breivik,104.208.254.86/21,true,v2,p***********************K,marit_breivik@baretoev.trd
dag_ingebrigtsen,131.48.225.142/30,true,v4,%****************K,dag_ingebrigtsen@baretoev.trd
aage_aleksandersen,110.251.12.174/16,false,v3,m****************j,aage_aleksandersen@baretoev.trd
erik_hoftun,35.157.174.231/19,true,v3,o*****************p,erik_hoftun@baretoev.trd
sverre_brandhaug,112.25.252.65/18,false,v3,H**************`,sverre_brandhaug@baretoev.trd
birgit_skarstein,187.98.255.39/18,false,v1,#*********************n,birgit_skarstein@baretoev.trd
ola_by_riise,121.222.12.36/28,false,v1,+*********************M,ola_by_riise@baretoev.trd
fritz_nisse,109.189.12.157/16,true,v3,I**************=,fritz_nisse@baretoev.trd
olaf_sand,211.224.252.156/28,true,v4,a****************q,olaf_sand@baretoev.trd
liv_ullmann,17.227.232.1/26,false,v1,z************2,liv_ullmann@baretoev.trd
rita_ottervik,105.167.241.144/21,false,v4,o************************b,rita_ottervik@baretoev.trd
aage_aleksandersen,136.62.58.221/22,false,v1,5*********************},aage_aleksandersen@baretoev.trd
aage_aleksandersen,40.78.117.192/26,false,v3,o***************{,aage_aleksandersen@baretoev.trd
bjarne_brondbo,200.34.110.45/18,false,v3,?*******************2,bjarne_brondbo@baretoev.trd
staale_stensaas,101.39.225.252/16,true,v1,z**********************!,staale_stensaas@baretoev.trd
hansi_nisse,111.196.224.208/30,true,v3,y**************G,hansi_nisse@baretoev.trd
hans_rotmo,176.156.78.94/32,true,v3,Y**************A,hans_rotmo@baretoev.trd
terje_tysland,210.0.168.99/25,false,v4,!***********************F,terje_tysland@baretoev.trd
tore_paa_sporet,132.240.227.0/31,true,v4,B************W,tore_paa_sporet@baretoev.trd
hans_rotmo,108.221.237.250/27,true,v2,J*******************!,hans_rotmo@baretoev.trd
bjorn_tore_kvarme,118.17.22.117/29,true,v1,k**********************s,bjorn_tore_kvarme@baretoev.trd
aage_aleksandersen,169.156.214.209/21,true,v3,e************R,aage_aleksandersen@baretoev.trd
sverre_nypan,159.92.244.233/29,false,v1,*********************-,sverre_nypan@baretoev.trd
tande_p,176.212.31.206/16,false,v4,@****************d,tande_p@baretoev.trd
aage_aleksandersen,37.24.177.75/30,false,v2,G*****************<,aage_aleksandersen@baretoev.trd
astrid_s,123.94.229.31/32,true,v1,n**************8,astrid_s@baretoev.trd
erik_hoftun,229.68.230.89/31,false,v1,]*********************u,erik_hoftun@baretoev.trd
marit_bjoergen,95.134.119.153/22,true,v2,h**********************%,marit_bjoergen@baretoev.trd
harald_martin_brattbakk,80.207.73.40/17,false,v1,*****************h,harald_martin_brattbakk@baretoev.trd
liv_ullmann,13.114.149.145/18,true,v2,4*************F,liv_ullmann@baretoev.trd
are_og_odin,98.83.30.54/19,true,v2,<**********************p,are_og_odin@baretoev.trd
bjarne_brondbo,57.240.89.117/31,true,v1,]**********************j,bjarne_brondbo@baretoev.trd
sverre_nypan,151.102.1.220/23,false,v1,#**********************F,sverre_nypan@baretoev.trd
knudsen_og_ludvigsen,246.133.199.229/32,true,v4,k*********************#,knudsen_og_ludvigsen@baretoev.trd
rita_ottervik,254.35.0.110/22,true,v4,r*************n,rita_ottervik@baretoev.trd
kvikk_sand,161.200.44.143/23,false,v3,.*****************%,kvikk_sand@baretoev.trd
harald_martin_brattbakk,19.164.131.166/30,true,v2,M*************`,harald_martin_brattbakk@baretoev.trd
tore_paa_sporet,74.188.218.232/19,true,v4,f*******************#,tore_paa_sporet@baretoev.trd
kvikk_sand,172.187.109.124/18,false,v1,D*********************o,kvikk_sand@baretoev.trd
fritz_nisse,175.73.223.59/26,false,v3,-*******************A,fritz_nisse@baretoev.trd
hans_rotmo,243.21.124.214/25,true,v1,l**************8,hans_rotmo@baretoev.trd
arve_tellefsen,12.12.52.12/29,false,v3,U****************!,arve_tellefsen@baretoev.trd
anders_jektvik,150.8.248.214/27,true,v1,8******************$,anders_jektvik@baretoev.trd
birgit_skarstein,42.145.131.104/26,true,v3,k********************R,birgit_skarstein@baretoev.trd
gynter_nisse,39.247.223.198/31,false,v3,H**************#,gynter_nisse@baretoev.trd
tore_paa_sporet,88.148.50.193/26,false,v1,[***********************&,tore_paa_sporet@baretoev.trd
hans_rotmo,130.100.11.157/30,true,v4,/***************@,hans_rotmo@baretoev.trd
are_og_odin,181.241.124.150/21,false,v4,>************m,are_og_odin@baretoev.trd
hans_rotmo,140.252.35.159/19,false,v4,J****************y,hans_rotmo@baretoev.trd
staale_stensaas,59.237.52.36/19,true,v4,6**********************c,staale_stensaas@baretoev.trd
hans_rotmo,160.33.61.126/23,true,v3,P******************%,hans_rotmo@baretoev.trd
marit_breivik,100.44.147.191/23,false,v2,j****************5,marit_breivik@baretoev.trd
sverre_nypan,54.150.20.86/21,false,v2,k****************],sverre_nypan@baretoev.trd
sverre_brandhaug,189.250.72.92/16,false,v1,q***********************7,sverre_brandhaug@baretoev.trd
birgit_skarstein,206.221.21.130/27,true,v4,t******************q,birgit_skarstein@baretoev.trd
arve_tellefsen,193.219.185.25/22,false,v4,.*************>,arve_tellefsen@baretoev.trd
goeran_soerloth,209.180.195.52/31,false,v3,v************A,goeran_soerloth@baretoev.trd
staale_stensaas,4.62.106.166/29,true,v4,C**********************s,staale_stensaas@baretoev.trd
anders_jektvik,183.110.143.73/26,true,v1,|***********************C,anders_jektvik@baretoev.trd
kvikk_sand,180.51.102.10/25,false,v2,9****************R,kvikk_sand@baretoev.trd
erlend_loe,139.41.111.44/26,true,v1,N************~,erlend_loe@baretoev.trd
anders_jektvik,250.220.159.174/22,true,v4,***********************^,anders_jektvik@baretoev.trd
alf_skille,234.20.35.13/28,false,v3,-************************D,alf_skille@baretoev.trd
tande_p,47.168.168.66/30,true,v4,c************:,tande_p@baretoev.trd
alf_skille,253.127.119.239/31,false,v2,@************************0,alf_skille@baretoev.trd
are_og_odin,80.75.149.151/21,false,v2,3********************E,are_og_odin@baretoev.trd
bjorn_tore_kvarme,35.175.76.59/20,false,v1,o************************Q,bjorn_tore_kvarme@baretoev.trd
knudsen_og_ludvigsen,96.85.106.180/19,true,v4,/************q,knudsen_og_ludvigsen@baretoev.trd
oevre_richter_frich,194.244.96.7/31,true,v1,(*******************U,oevre_richter_frich@baretoev.trd
sverre_nypan,57.84.17.202/21,true,v3,0****************,sverre_nypan@baretoev.trd
kvikk_sand,158.103.189.170/27,false,v4,1************************j,kvikk_sand@baretoev.trd
marit_bjoergen,83.117.5.38/16,true,v3,^************************),marit_bjoergen@baretoev.trd
kvikk_sand,212.111.128.6/22,true,v1,X*******************Y,kvikk_sand@baretoev.trd
anne_b_ragde,119.12.94.62/27,true,v2,f***********************h,anne_b_ragde@baretoev.trd
hans_rotmo,95.21.72.7/20,false,v2,j*******************k,hans_rotmo@baretoev.trd
bjorn_tore_kvarme,241.24.200.235/23,true,v2,I***********************/,bjorn_tore_kvarme@baretoev.trd
marit_bjoergen,46.100.178.215/17,true,v1,F************************Y,marit_bjoergen@baretoev.trd
are_og_odin,172.18.232.73/25,false,v3,F**********************5,are_og_odin@baretoev.trd
marit_breivik,54.217.53.2/24,true,v3,!*****************9,marit_breivik@baretoev.trd
marvin_wiseth,156.151.95.216/23,true,v1,4***********************b,marvin_wiseth@baretoev.trd
benny_naassaa,48.117.214.40/17,false,v2,9******************(,benny_naassaa@baretoev.trd
sverre_brandhaug,28.194.245.19/17,false,v1,e******************E,sverre_brandhaug@baretoev.trd
ola_by_riise,30.12.63.123/17,true,v3,a***************b,ola_by_riise@baretoev.trd
bjarne_brondbo,29.25.252.76/31,false,v2,{********************f,bjarne_brondbo@baretoev.trd
gynter_nisse,107.229.174.48/22,false,v3,N*************o,gynter_nisse@baretoev.trd
benny_naassaa,218.231.192.31/20,true,v1,8*******************D,benny_naassaa@baretoev.trd
marit_bjoergen,54.70.253.81/20,true,v1,D*****************S,marit_bjoergen@baretoev.trd
vegard_heggem,48.138.79.131/20,true,v2,r************W,vegard_heggem@baretoev.trd
goeran_soerloth,59.0.226.172/27,true,v4,5*************-,goeran_soerloth@baretoev.trd
marit_breivik,141.204.147.145/29,true,v4,i********************L,marit_breivik@baretoev.trd
aage_aleksandersen,10.128.19.213/21,true,v2,'*******************s,aage_aleksandersen@baretoev.trd
trine_haltvik,223.167.119.71/21,false,v1,p*****************V,trine_haltvik@baretoev.trd
vegard_heggem,176.49.121.125/23,false,v1,t**************},vegard_heggem@baretoev.trd
hans_rotmo,89.252.78.59/32,true,v1,M**********************<,hans_rotmo@baretoev.trd
rita_ottervik,113.232.41.56/28,false,v3,?***********************j,rita_ottervik@baretoev.trd
terje_tysland,92.51.90.127/16,false,v3,]************************C,terje_tysland@baretoev.trd
bjarne_brondbo,52.95.150.48/25,true,v4,r************],bjarne_brondbo@baretoev.trd
knudsen_og_ludvigsen,80.70.166.69/21,true,v3,]**************g,knudsen_og_ludvigsen@baretoev.trd
sverre_brandhaug,31.222.142.22/26,false,v3,`************************k,sverre_brandhaug@baretoev.trd
trine_haltvik,173.171.137.86/25,false,v2,n*************7,trine_haltvik@baretoev.trd
anne_b_ragde,230.76.227.103/21,true,v3,X***************M,anne_b_ragde@baretoev.trd
bjarne_brondbo,106.114.119.98/52,false,v4,Y*******************!,bjarne_brondbo@baretoev.trd
gynter_nisse,82.128.67.220/31,false,v2,f*********************(,gynter_nisse@baretoev.trd
tande_p,93.153.133.48/28,false,v2,`***************B,tande_p@baretoev.trd
are_og_odin,154.71.175.246/31,false,v3,q*******************^,are_og_odin@baretoev.trd
are_og_odin,58.168.133.229/22,false,v3,k********************Z,are_og_odin@baretoev.trd
erik_hoftun,20.103.224.186/32,false,v1,z******************z,erik_hoftun@baretoev.trd
tore_paa_sporet,209.15.37.24/28,true,v1,=***********************,tore_paa_sporet@baretoev.trd
fritz_nisse,129.98.244.33/30,false,v3,p*************P,fritz_nisse@baretoev.trd
goeran_soerloth,194.157.246.233/27,false,v4,_**********************`,goeran_soerloth@baretoev.trd
olaf_sand,180.12.37.176/28,false,v1,L**************P,olaf_sand@baretoev.trd
sverre_nypan,208.163.56.227/32,true,v3,2*************.,sverre_nypan@baretoev.trd
marit_breivik,196.52.200.57/22,false,v4,h****************Y,marit_breivik@baretoev.trd
olaf_sand,255.255.17.231/21,false,v4,O***************U,olaf_sand@baretoev.trd
good_old_gammel_nok,116.91.253.47/18,false,v3,k**********************L,good_old_gammel_nok@baretoev.trd
erlend_loe,146.147.24.33/27,true,v1,m***************%,erlend_loe@baretoev.trd
terje_tysland,85.42.49.234/20,false,v2,n*********************5,terje_tysland@baretoev.trd
erlend_loe,46.106.37.210/20,false,v4,`**************f,erlend_loe@baretoev.trd
rita_ottervik,90.10.34.241/31,false,v1,6*******************{,rita_ottervik@baretoev.trd
aage_aleksandersen,247.43.30.48/22,true,v1,C*****************G,aage_aleksandersen@baretoev.trd
are_og_odin,63.69.30.11/23,false,v1,d*******************f,are_og_odin@baretoev.trd
per_ciljan_skjelbred,243.188.7.68/30,true,v2,y************************0,per_ciljan_skjelbred@baretoev.trd
ola_by_riise,199.38.246.67/31,false,v3,E************************Z,ola_by_riise@baretoev.trd
harald_martin_brattbakk,103.83.159.74/22,true,v2,$**************5,harald_martin_brattbakk@baretoev.trd
aage_aleksandersen,78.220.47.132/32,false,v2,d************************2,aage_aleksandersen@baretoev.trd
sverre_nypan,31.143.158.221/16,true,v1,}***************i,sverre_nypan@baretoev.trd
liv_ullmann,107.221.192.198/24,true,v2,(****************L,liv_ullmann@baretoev.trd
per_ciljan_skjelbred,165.30.32.193/31,true,v2,_***********************b,per_ciljan_skjelbred@baretoev.trd
kvikk_sand,213.101.169.42/18,false,v4,6***************!,kvikk_sand@baretoev.trd
roar_strand,9.144.62.83/18,true,v2,x************************c,roar_strand@baretoev.trd
olaf_sand,137.107.227.74/30,true,v1,@************),olaf_sand@baretoev.trd
tore_paa_sporet,76.91.132.54/32,false,v3,+****************&,tore_paa_sporet@baretoev.trd
knudsen_og_ludvigsen,132.245.8.101/31,false,v4,G****************W,knudsen_og_ludvigsen@baretoev.trd
terje_tysland,80.236.93.111/22,false,v3,w***********************X,terje_tysland@baretoev.trd
anders_jektvik,214.174.162.83/19,false,v3,6***********************f,anders_jektvik@baretoev.trd
goeran_soerloth,222.130.53.193/31,false,v1,J*******************Q,goeran_soerloth@baretoev.trd
rune_bratseth,173.103.116.18/22,true,v3,'**********************h,rune_bratseth@baretoev.trd
vidar_riseth,76.55.66.93/20,false,v3,{******************”,vidar_riseth@baretoev.trd
tande_p,154.91.56.60/19,true,v2,|************************!,tande_p@baretoev.trd
anders_jektvik,171.35.73.132/16,true,v2,5**********************%,anders_jektvik@baretoev.trd
aage_aleksandersen,185.128.160.217/23,true,v1,T************************#,aage_aleksandersen@baretoev.trd
erlend_loe,237.152.12.182/17,true,v1,[****************.,erlend_loe@baretoev.trd
sverre_nypan,97.234.4.68/30,true,v2,F*****************w,sverre_nypan@baretoev.trd
astrid_s,109.209.18.133/27,true,v2,Z********************W,astrid_s@baretoev.trd
terje_tysland,37.97.31.186/31,false,v4,>*************#,terje_tysland@baretoev.trd
hans_rotmo,238.235.162.158/16,false,v1,G******************4,hans_rotmo@baretoev.trd
kvikk_sand,240.41.14.153/31,true,v1,5*********************j,kvikk_sand@baretoev.trd
gynter_nisse,2.23.241.255/28,false,v4,@********************&,gynter_nisse@baretoev.trd
ola_by_riise,23.175.203.160/20,false,v1,6**********************`,ola_by_riise@baretoev.trd
gynter_nisse,44.91.15.128/25,false,v3,w***************$,gynter_nisse@baretoev.trd
tore_paa_sporet,69.202.81.165/23,true,v4,]***************|,tore_paa_sporet@baretoev.trd
alf_skille,242.90.120.139/17,true,v3,<**********************-,alf_skille@baretoev.trd
gynter_nisse,221.183.25.91/23,true,v4,S*******************.,gynter_nisse@baretoev.trd
gjertrud_sand,100.229.168.34/28,true,v4,y**********************4,gjertrud_sand@baretoev.trd
torstein_flakne,125.197.159.110/29,true,v3,i**************c,torstein_flakne@baretoev.trd
tande_p,90.40.53.4/18,false,v3,y************************C,tande_p@baretoev.trd
gjertrud_sand,33.196.74.241/28,false,v2,(********************[,gjertrud_sand@baretoev.trd
kvikk_sand,175.128.223.157/17,true,v4,O*********************},kvikk_sand@baretoev.trd
dag_ingebrigtsen,66.68.182.87/24,false,v4,z***********************>,dag_ingebrigtsen@baretoev.trd
marvin_wiseth,144.146.106.1/24,true,v3,$*******************#,marvin_wiseth@baretoev.trd
fritz_nisse,135.215.60.168/24,true,v3,!**********************_,fritz_nisse@baretoev.trd
kvikk_sand,189.220.50.111/18,true,v2,'*****************I,kvikk_sand@baretoev.trd
dag_ingebrigtsen,193.113.152.94/19,true,v2,Z*************1,dag_ingebrigtsen@baretoev.trd
are_og_odin,11.3.181.120/18,true,v2,F*******************B,are_og_odin@baretoev.trd
hans_rotmo,96.239.64.49/23,false,v4,x*************_,hans_rotmo@baretoev.trd
sverre_brandhaug,163.69.167.199/16,true,v3,5************”,sverre_brandhaug@baretoev.trd
bjorn_tore_kvarme,64.232.252.35/32,true,v3,g***************F,bjorn_tore_kvarme@baretoev.trd
vegard_heggem,20.31.188.220/27,false,v3,T*******************.,vegard_heggem@baretoev.trd
sverre_brandhaug,158.93.0.185/18,true,v2,I************y,sverre_brandhaug@baretoev.trd
knudsen_og_ludvigsen,240.41.122.209/17,true,v3,O***************A,knudsen_og_ludvigsen@baretoev.trd
erik_hoftun,150.166.98.78/32,false,v2,]************************1,erik_hoftun@baretoev.trd
anne_b_ragde,130.100.214.243/27,true,v3,:************************d,anne_b_ragde@baretoev.trd
olaf_sand,236.68.118.154/16,true,v1,1*************],olaf_sand@baretoev.trd
harald_martin_brattbakk,64.93.224.11/24,false,v2,S***********************|,harald_martin_brattbakk@baretoev.trd
per_ciljan_skjelbred,108.158.48.82/25,true,v4,a****************8,per_ciljan_skjelbred@baretoev.trd
are_og_odin,215.241.25.8/29,false,v1,O**************E,are_og_odin@baretoev.trd
astrid_s,185.6.243.235/24,false,v2,1************************G,astrid_s@baretoev.trd
rita_ottervik,17.208.115.57/26,true,v2,E*********************`,rita_ottervik@baretoev.trd
rita_ottervik,22.76.65.46/30,false,v4,N*************S,rita_ottervik@baretoev.trd
erlend_loe,142.183.30.28/25,true,v4,M******************1,erlend_loe@baretoev.trd
vegard_heggem,252.192.184.19/30,false,v4,/***********************P,vegard_heggem@baretoev.trd
bjarne_brondbo,59.51.94.124/19,true,v4,X*************P,bjarne_brondbo@baretoev.trd
goeran_soerloth,53.122.184.169/18,true,v4,”****************>,goeran_soerloth@baretoev.trd
sverre_nypan,148.152.156.61/31,true,v4,T*************V,sverre_nypan@baretoev.trd
marvin_wiseth,249.254.13.214/32,false,v2,d************x,marvin_wiseth@baretoev.trd
are_og_odin,41.205.134.117/17,true,v3,?*********************@,are_og_odin@baretoev.trd
anne_b_ragde,185.119.205.215/30,true,v1,R************************},anne_b_ragde@baretoev.trd
kvikk_sand,225.1.197.24/16,false,v1,Y*********************(,kvikk_sand@baretoev.trd
trine_haltvik,24.18.43.234/28,false,v3,|*********************r,trine_haltvik@baretoev.trd
oevre_richter_frich,109.69.38.59/19,false,v1,8******************k,oevre_richter_frich@baretoev.trd
good_old_gammel_nok,140.94.249.5/25,false,v4,L****************#,good_old_gammel_nok@baretoev.trd
are_og_odin,15.190.110.205/28,false,v1,L*********************S,are_og_odin@baretoev.trd
rune_bratseth,226.83.150.234/19,false,v1,d*****************9,rune_bratseth@baretoev.trd
anders_jektvik,174.235.174.101/20,true,v3,Q*************Y,anders_jektvik@baretoev.trd
bjarne_brondbo,24.136.231.82/32,true,v2,L************`,bjarne_brondbo@baretoev.trd
vidar_riseth,255.133.208.212/28,false,v2,/****************O,vidar_riseth@baretoev.trd
anne_b_ragde,186.55.46.13/27,true,v1,z**********************q,anne_b_ragde@baretoev.trd
gynter_nisse,165.238.211.243/28,false,v4,.********************Z,gynter_nisse@baretoev.trd
vegard_heggem,106.11.149.84/19,false,v4,l*****************J,vegard_heggem@baretoev.trd
anne_b_ragde,235.122.151.132/31,false,v3,=****************5,anne_b_ragde@baretoev.trd
harald_martin_brattbakk,122.49.150.111/26,false,v1,`******************:,harald_martin_brattbakk@baretoev.trd
dag_ingebrigtsen,220.70.149.106/23,false,v3,$***********************`,dag_ingebrigtsen@baretoev.trd
hans_rotmo,14.219.127.37/26,true,v4,W******************6,hans_rotmo@baretoev.trd
tore_paa_sporet,28.84.26.182/22,false,v1,Y***********************t,tore_paa_sporet@baretoev.trd
erik_hoftun,234.252.23.208/23,false,v2,-*************I,erik_hoftun@baretoev.trd
harald_martin_brattbakk,82.55.82.121/17,false,v1,/*****************},harald_martin_brattbakk@baretoev.trd
knudsen_og_ludvigsen,173.38.51.198/31,false,v4,v*******************E,knudsen_og_ludvigsen@baretoev.trd
marvin_wiseth,43.203.31.16/29,true,v4,R************@,marvin_wiseth@baretoev.trd
arve_tellefsen,203.31.225.49/25,false,v4,D**************h,arve_tellefsen@baretoev.trd
marit_bjoergen,229.114.132.106/30,false,v2,q*************4,marit_bjoergen@baretoev.trd
bjorn_tore_kvarme,163.70.202.151/32,false,v3,+*************-,bjorn_tore_kvarme@baretoev.trd
marit_breivik,3.213.204.241/24,false,v4,}**************W,marit_breivik@baretoev.trd
olaf_sand,249.10.46.163/16,false,v1,L****************6,olaf_sand@baretoev.trd
olaf_sand,63.49.169.65/28,false,v2,M*****************0,olaf_sand@baretoev.trd
knudsen_og_ludvigsen,57.167.44.53/27,true,v3,&*********************f,knudsen_og_ludvigsen@baretoev.trd
rune_bratseth,182.238.84.78/30,true,v1,d************************x,rune_bratseth@baretoev.trd
good_old_gammel_nok,157.111.22.114/21,false,v2,*******************',good_old_gammel_nok@baretoev.trd
per_ciljan_skjelbred,132.83.106.40/27,true,v2,(***********************o,per_ciljan_skjelbred@baretoev.trd
harald_martin_brattbakk,52.25.52.54/32,true,v1,s****************#,harald_martin_brattbakk@baretoev.trd
staale_stensaas,210.252.79.132/29,true,v4,I***************p,staale_stensaas@baretoev.trd
benny_naassaa,155.194.225.99/24,false,v2,1*******************,benny_naassaa@baretoev.trd
gynter_nisse,216.40.96.231/17,false,v4,/**********************3,gynter_nisse@baretoev.trd
petter_wavold,167.123.172.224/24,false,v1,@************************u,petter_wavold@baretoev.trd
fritz_nisse,98.160.23.51/29,true,v2,k************************y,fritz_nisse@baretoev.trd
dag_ingebrigtsen,193.210.177.164/19,false,v3,H******************=,dag_ingebrigtsen@baretoev.trd
dag_ingebrigtsen,159.9.30.60/26,true,v1,:*****************R,dag_ingebrigtsen@baretoev.trd
marit_breivik,35.68.111.42/29,false,v1,C*************3,marit_breivik@baretoev.trd
olaf_sand,75.223.74.200/19,false,v4,J*****************.,olaf_sand@baretoev.trd
ola_by_riise,230.86.217.29/25,true,v4,z*******************g,ola_by_riise@baretoev.trd
ola_by_riise,235.210.226.229/19,true,v1,|************************<,ola_by_riise@baretoev.trd
tande_p,112.32.63.108/31,false,v2,m************=,tande_p@baretoev.trd
vidar_riseth,29.217.88.223/19,true,v3,M*******************V,vidar_riseth@baretoev.trd
roar_strand,44.151.48.244/26,true,v1,1***********************C,roar_strand@baretoev.trd
rune_bratseth,69.180.54.118/21,false,v2,6*************O,rune_bratseth@baretoev.trd
ola_by_riise,60.126.124.189/21,false,v4,z************$,ola_by_riise@baretoev.trd
benny_naassaa,109.234.28.71/28,false,v2,[************************m,benny_naassaa@baretoev.trd
sverre_brandhaug,117.231.30.8/28,true,v2,8***********************l,sverre_brandhaug@baretoev.trd
are_og_odin,10.246.46.52/16,false,v4,j************************w,are_og_odin@baretoev.trd
staale_stensaas,233.126.138.240/25,false,v3,+****************`,staale_stensaas@baretoev.trd
marvin_wiseth,105.77.24.249/29,true,v1,g***********************|,marvin_wiseth@baretoev.trd
gynter_nisse,164.4.95.40/30,true,v2,e*********************I,gynter_nisse@baretoev.trd
good_old_gammel_nok,218.242.129.114/29,false,v3,U****************<,good_old_gammel_nok@baretoev.trd
aage_aleksandersen,26.198.179.101/16,true,v3,>**********************C,aage_aleksandersen@baretoev.trd
vidar_riseth,149.12.2.109/20,false,v4,X*****************~,vidar_riseth@baretoev.trd
fritz_nisse,214.51.18.52/22,false,v3,e*****************C,fritz_nisse@baretoev.trd
gjertrud_sand,32.134.153.223/23,false,v1,5**********************X,gjertrud_sand@baretoev.trd
goeran_soerloth,139.9.63.149/22,false,v3,H******************^,goeran_soerloth@baretoev.trd
olaf_sand,85.114.38.184/22,true,v3,$***********************0,olaf_sand@baretoev.trd
arve_tellefsen,113.92.122.86/32,true,v1,!*************P,arve_tellefsen@baretoev.trd
arve_tellefsen,168.124.173.27/25,false,v3,%***********************3,arve_tellefsen@baretoev.trd
erlend_loe,50.91.142.127/28,false,v3,&************************7,erlend_loe@baretoev.trd
terje_tysland,129.241.126.41/23,false,v1,R*********************B,terje_tysland@baretoev.trd
knudsen_og_ludvigsen,28.217.9.146/24,true,v2,y****************h,knudsen_og_ludvigsen@baretoev.trd
torstein_flakne,142.182.137.126/20,true,v2,l************M,torstein_flakne@baretoev.trd
vegard_heggem,46.34.95.23/24,true,v2,Q************************-,vegard_heggem@baretoev.trd
arve_tellefsen,49.127.54.25/30,true,v2,S******************=,arve_tellefsen@baretoev.trd
bjarne_brondbo,212.124.16.87/28,true,v4,?********************n,bjarne_brondbo@baretoev.trd
sverre_brandhaug,56.93.133.81/25,false,v3,y**************2,sverre_brandhaug@baretoev.trd
bjarne_brondbo,162.188.137.45/22,true,v3,+************S,bjarne_brondbo@baretoev.trd
bjorn_tore_kvarme,229.28.74.34/19,true,v3,n**********************[,bjorn_tore_kvarme@baretoev.trd
knudsen_og_ludvigsen,29.160.148.30/31,true,v4,H*****************<,knudsen_og_ludvigsen@baretoev.trd
benny_naassaa,68.15.156.168/18,true,v4,x*********************R,benny_naassaa@baretoev.trd
marit_bjoergen,118.224.94.106/25,true,v4,y*********************T,marit_bjoergen@baretoev.trd
oevre_richter_frich,188.169.96.191/22,false,v1,~************r,oevre_richter_frich@baretoev.trd
torstein_flakne,230.109.222.197/28,false,v1,_**************0,torstein_flakne@baretoev.trd
bjorn_tore_kvarme,105.158.145.243/28,true,v4,D*************},bjorn_tore_kvarme@baretoev.trd
trine_haltvik,4.133.47.79/24,true,v2,y*******************t,trine_haltvik@baretoev.trd
birgit_skarstein,131.201.24.182/22,true,v2,9*******************M,birgit_skarstein@baretoev.trd
tore_paa_sporet,25.102.142.155/28,true,v2,m*******************t,tore_paa_sporet@baretoev.trd
rune_bratseth,93.111.50.89/16,true,v4,B******************w,rune_bratseth@baretoev.trd
marit_breivik,138.210.203.211/20,false,v2,d************************J,marit_breivik@baretoev.trd
tore_paa_sporet,228.125.39.198/32,false,v2,******************f,tore_paa_sporet@baretoev.trd
aage_aleksandersen,159.56.47.191/32,true,v1,.***************+,aage_aleksandersen@baretoev.trd
alf_skille,79.39.4.186/19,true,v3,:*********************g,alf_skille@baretoev.trd
knudsen_og_ludvigsen,171.157.97.225/31,true,v2,”***************~,knudsen_og_ludvigsen@baretoev.trd
olaf_sand,198.230.150.151/17,false,v1,a*******************Y,olaf_sand@baretoev.trd
bjorn_tore_kvarme,149.42.244.135/18,true,v4,+***************B,bjorn_tore_kvarme@baretoev.trd
benny_naassaa,121.213.244.191/26,false,v2,=************1,benny_naassaa@baretoev.trd
